businessId,name,mainBusinessLineType,mainBusinessLineDescription,mainBusinessLineRegDate,postCode
2080083-0,"Arkkitehtitoimisto Klemola & Co, avoin yhtiö",71110,Arkkitehtipalvelut,2007-12-31,37500
2080449-5,Silvapidot Oy,55101,Hotellit,2007-12-31,33210
2080773-3,Protest Design Oy,74109,Teollinen muotoilu ym.,2007-12-31,33100
2081054-5,MIAB OY,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33400
2081059-6,Daily Hero avoin yhtiö,73111,Mainostoimistot,2007-12-31,33500
2081111-8,Heavy-Sepät Oy,28920,"Kaivos-, louhinta- ja rakennuskoneiden valmistus",2007-12-31,33850
2081245-2,Pentitech Oy,71127,Kone- ja prosessisuunnittelu,2007-12-31,33540
2081279-4,Asunto Oy Tampereen Plinkinpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
2081326-0,HNT-Palvelu Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2008-06-01,33720
2081412-4,Independent Sounds Oy,74901,Ohjelmatoimistot ja manageripalvelut,2007-12-31,33710
2081585-6,Karhen Rakennus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33840
2081818-4,GasPro Oy,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",2007-12-31,00181
2082054-0,Louhinta Pynnönen Oy,43120,Rakennuspaikan valmistelutyöt,2019-07-11,33900
2082106-8,Turkoosi print & digital design Ky,18130,Painamista ja julkaisemista edeltävät palvelut,2007-12-31,33240
2082177-0,Antso Oy,20590,Muualla luokittelematon kemiallisten tuotteiden valmistus,2013-07-22,33101
2082442-9,Suomen Kulttuurivartti Oy,74901,Ohjelmatoimistot ja manageripalvelut,2007-12-31,33560
2082569-1,Asunto Oy Tampereen Sinitaivas,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33870
2082740-0,Coaxial Oy,47430,Viihde-elektroniikan vähittäiskauppa,2007-12-31,33400
2082831-5,Suomen Hoivayrittäjät Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2018-12-01,33560
2082978-0,Portal Services Finland Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33101
2083473-1,Sijoituskoto Oy,86909,Muu terveyspalvelu,2015-12-01,33270
2083649-7,Applylight Oy,71125,Sähkötekninen suunnittelu,2007-12-31,33820
2084014-6,Rakennuspalvelu Saarinen & Saarinen,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33520
2084083-2,Kiinteistö Oy Pellervon Pysäköinti,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33200
2084087-5,Netproce Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33100
2084376-9,Oy Ronaamo Ab,46610,Maa- ja metsätalouskoneiden ja -tarvikkeiden tukkukauppa mukaan lukien traktorit,2007-12-31,33841
2084531-8,TR Partners Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33870
2084604-6,LAATTANELIÖ AVOIN YHTIÖ,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33820
2084830-8,Moido Games Oy,32400,Pelien ja leikkikalujen valmistus,2007-12-31,33200
2085741-5,Ylöjärven Siistintäpalvelut Ky,81210,Kiinteistöjen siivous,2007-12-31,33400
2086236-1,Puusepänliike Lauri-Poika Oy,43320,Rakennuspuusepän asennustyöt,2007-12-31,33100
2086323-3,Farmaset Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33610
2086356-7,Tampereen Capoeiristat ry,93120,Urheiluseurojen toiminta,2007-12-31,33100
2086751-7,Maxmani Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2014-12-31,33250
2086760-5,Toivesijoitus Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33230
2087059-9,SALMILLA OY,62010,Ohjelmistojen suunnittelu ja valmistus,2008-11-17,33820
2087178-6,Army of Christ Oy,90030,Taiteellinen luominen,2007-12-31,33210
2087203-3,Bip Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,05810
2087506-6,Omnes Oy,80100,Yksityiset turvallisuuspalvelut,2007-12-31,33710
2087671-2,Asunto Oy Kangasalan Metsämansikka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2087682-7,Asunto Oy Kangasalan Villivadelma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2087725-6,Kone Havia Oy,46610,Maa- ja metsätalouskoneiden ja -tarvikkeiden tukkukauppa mukaan lukien traktorit,2007-12-31,33900
2087776-6,Medical Imaging Consults M.I.C. Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33270
2089815-3,Norreal Rakennuttaminen Oy,66120,Arvopaperien ja raaka-ainesopimusten välittäminen,2007-12-31,33100
2089989-3,Asnor Oy,43299,Muualla luokittelematon rakennusasennus,2007-12-31,33530
2090101-7,Asunto Oy Tampereen Ristimäen Eteläpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33300
2090258-9,Intercompany Oy,82200,Puhelinpalvelukeskusten toiminta,2007-12-31,33200
2090297-6,Soundhill Oy,59200,Äänitysstudiot; äänitteiden ja musiikin kustantaminen,2016-05-26,33580
2090476-0,HT-suunta Oy,70210,Suhdetoiminta ja viestintä,2007-12-31,33300
2090487-5,INTERHOLDING OY,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33230
2090676-6,Lingoneer Oy,74300,Kääntäminen ja tulkkaus,2007-12-31,33100
2091048-2,Tietovelhot Oy,47410,"Tietokoneiden, niiden oheislaitteiden ja ohjelmistojen vähittäiskauppa",2018-10-30,33800
2091437-9,LainePro Oy,77320,Rakennuskoneiden ja -laitteiden vuokraus ja leasing,2021-10-11,33900
2091963-9,As Oy Tampereen Petsamon Omena,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2092126-1,Eltan Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33540
2092355-8,Asunto Oy Tampereen Pappilanniitty,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2092438-2,Asunto Oy Merjanhovi Valkeakoski,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
2092452-6,Asunto Oy Reinonhovi Valkeakoski,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
2092619-3,JT-Training Ky,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33100
2092807-6,Suomen Tarinateatteriverkkoyhdistys ry,90010,Esittävät taiteet,2007-12-31,33500
2092812-1,Fläp-Tuotanto Oy,90030,Taiteellinen luominen,2007-12-31,33100
2092930-0,Indux Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33500
2092962-6,Suomen Kenttävaruste Oy,32300,Urheiluvälineiden valmistus,2007-12-31,33720
2092963-4,Kiinteistö Oy Kenttävaruste,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33720
2094009-1,Asunto Oy Tampereen Teeri-Villilän Ratsumies,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
2094010-4,Asunto Oy Tampereen Teeri-Villilän Villi-Varsa,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33840
2094840-5,Merasa Oy,25110,Metallirakenteiden ja niiden osien valmistus,2007-12-31,33710
2094947-5,Hatanpäänhovin Pysäköinti Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33800
2094962-7,Aydin Avoin yhtiö,56102,Kahvila-ravintolat,2007-12-31,33100
2095024-9,Suunnittelutoimisto DOIT Oy,70210,Suhdetoiminta ja viestintä,2007-12-31,33230
2095047-6,RH-Capital Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33300
2095377-3,Agile Design Oy,62090,Muu laitteisto- ja tietotekninen palvelutoiminta,2007-12-31,33820
2095576-0,Fixer A&V Oy,43299,Muualla luokittelematon rakennusasennus,2016-04-27,33270
2095582-4,TT Tuhatsatayksitoista Ky,73111,Mainostoimistot,2007-12-31,33540
2095683-5,Morikka Consulting Oy,55902,"Maatilamatkailu, bed & breakfast",2007-12-31,33870
2096235-4,AnOne Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33310
2096464-0,Rooma Oy Kiinteistövälitys,68310,Kiinteistönvälitys,2007-12-31,33100
2096573-1,Jecor Oy,70220,Muu liikkeenjohdon konsultointi,2015-05-05,33100
2096631-2,Translatinki Oy,74300,Kääntäminen ja tulkkaus,2007-12-31,33250
2097523-5,SEM Finland Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2020-04-01,33420
2098010-6,JOIM Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2020-02-20,33100
2098348-9,Tampereen Yrityskiinteistö Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33720
2098547-6,Tumppituote Oy,47789,Muiden uusien tavaroiden vähittäiskauppa,2007-12-31,33680
2098849-0,Teho-Taksi Oy,49320,Taksiliikenne,2007-12-31,33560
2099088-1,Gemilo Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33210
2099277-2,Asunto Oy Tampereen Muotialan Matti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2099290-8,Musiikki Sointula OSK,85520,Taiteen ja musiikin koulutus,2007-12-31,33270
2108922-7,Kiinteistö Oy Tampereen Lentokentänkatu 3,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2108990-5,Ikipihlaja Johanna Oy,87301,Ikääntyneiden palveluasuminen,2007-12-31,33200
2099615-9,Asunto Oy Tampereen Aronlaita,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
2099718-6,Metallisorvaamo Luhtala Oy,25110,Metallirakenteiden ja niiden osien valmistus,2007-12-31,33700
2100113-3,Frei Zimmer Oy,71126,Muu rakennustekninen palvelu,2007-12-31,33100
2100153-9,Hakametsän Palvelut Oy,56101,Ravintolat,2007-12-31,33100
2100165-1,Ideatutka Oy,73111,Mainostoimistot,2007-12-31,33100
2100220-8,Scanlevel Oy,71202,Muu tekninen testaus ja analysointi,2007-12-31,33410
2100618-8,Prima Factory Oy,46421,Vaatteiden tukkukauppa,2007-12-31,33730
2100758-6,Ikipihlaja Matinkartano Oy,87301,Ikääntyneiden palveluasuminen,2007-12-31,33200
2100760-7,Ikipihlaja Setälänpiha Oy,87301,Ikääntyneiden palveluasuminen,2007-12-31,33200
2100766-6,FinMit Oy,71125,Sähkötekninen suunnittelu,2007-12-31,33210
2100933-8,Tampereen Terveystaito Oy,86909,Muu terveyspalvelu,2007-12-31,33560
2101190-5,ST Palvelu Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2007-12-31,33101
2101985-1,Asma Partners Oy,46739,Rakennustarvikkeiden yleistukkukauppa,2007-12-31,33200
2101990-7,Decolight Oy,47592,Sähkötarvikkeiden ja valaisimien vähittäiskauppa,2007-12-31,33100
2102007-8,OSS HOLDING OY,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33710
2102126-5,Asunto Oy Ylöjärven Heinirinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2102861-9,Momark Oy,86909,Muu terveyspalvelu,2007-12-31,33500
2102878-2,Kiinteistö Oy Lumiukko,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2102919-5,Frendit Pub Pirkanmaa Oy,56101,Ravintolat,2007-12-31,33310
2103144-7,Tampereen Taikuri Group Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33700
2103681-1,Asunto Oy Tampereen Rinnevuokko,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33680
2103729-1,Asunto Oy Tampereen Rasonrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
2103766-2,Yrjö Wigren Oy,10130,Liha- ja siipikarjatuotteiden valmistus,2019-12-16,33901
2103780-6,Finomi Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2018-12-17,33850
2103870-2,Label Cook Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2020-05-08,33850
2104157-3,Edureactors Oy,88911,Lasten päiväkodit,2007-12-31,33100
2104161-0,Helin Taksi Oy,49320,Taksiliikenne,2007-12-31,33580
2104390-7,Nöf Nöf Oy,02100,Metsänhoito,2007-12-31,33100
2104409-6,Asunto Oy Tampereen Pappilan Rouva,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
2104541-9,Ruokalähde Wallius Oy,47113,"Valintamyymälät (yli 100, alle 400 m2)",2018-12-01,33540
2104555-8,Hjorth Urheilutukku Oy,46493,Urheilualan tukkukauppa,2007-12-31,33310
2104809-7,Kiinteistö Oy Katinkullan Golfharju,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2105109-3,Asunto Oy Ratinantammi Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2105120-2,Asunto Oy Ratinanranta Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2105126-1,Asunto Oy Ratinannokka Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2105132-5,Asunto Oy Ratinanniemi Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2105155-2,Varakarhu Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33420
2105177-1,Instorak Oy,46739,Rakennustarvikkeiden yleistukkukauppa,2007-12-31,33310
2105576-4,Olas Oy,46692,Teollisuudessa käytettävien muiden koneiden tukkukauppa,2007-12-31,33250
2105841-2,K2 Audiovisuaalinen tuotanto OY,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2007-12-31,33200
2106095-0,ManseFire Oy,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",2007-12-31,33340
2106097-7,Kiinteistö Oy Aunankorvenkatu 6,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33840
2106217-1,Asunto Oy Tampereen Kristiina,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2106263-0,Kirjanpitotoimisto Leena Ahonen KY,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33610
2106320-3,Pirkanmaan Rakennuttaja Oy,41100,Rakennuttaminen ja rakennushankkeiden kehittäminen,2007-12-31,33100
2106324-6,Tampereen Lattiamestarit Oy,43330,Lattianpäällystys ja seinien verhoilu,2007-12-31,33720
2106397-5,Kiinteistö Oy Viinikankatu 49,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,40100
2106411-8,Surveypal Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2007-12-31,33200
2106892-8,Changling Oy,96022,Kauneudenhoitopalvelut,2007-12-31,33210
2107045-4,Kiinteistö Oy Tampereen Kolismaankatu 1,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33300
2107593-3,Osuuskunta Tampereen Timjami,56290,Henkilöstö- ja laitosruokalat,2007-12-31,33800
2107654-9,Holvastin Kaivin ja Rakennus Oy,43120,Rakennuspaikan valmistelutyöt,2007-12-31,33580
2107887-8,Kiinteistö Oy Jyväskylän Miilukatu 8,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33820
2108060-1,HL Publishing Oy,63120,Verkkoportaalit,2007-12-31,33100
2108174-3,HR-PRO CONSULTATIONE OY,86909,Muu terveyspalvelu,2007-12-31,33210
2108505-8,Luotokulma Oy,86909,Muu terveyspalvelu,2007-12-31,33500
2108648-0,Kuusela Com Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33101
2108668-3,Kiinteistö Oy Tampereen Hepolamminkatu 20,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2108992-1,Kiinteistö Oy Vammalan Itsenäisyydentie 1,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33101
2109062-3,OY DESIGNVILLA,74101,Graafinen muotoilu,2007-12-31,33210
2109365-6,Daddy Finland Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33210
2109462-4,Highly Effective Oy,86909,Muu terveyspalvelu,2007-12-31,33300
2109631-2,Kiinteistö Oy Lentolan Valotalo,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33580
2109901-1,Kiinteistö Oy Kurun Ranta-Hatola,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33500
2110148-4,Tampereen Telepalvelu Oy,43299,Muualla luokittelematon rakennusasennus,2022-09-12,33580
2110160-1,Asunto Oy Lempäälän Aukustin Hovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2110272-7,Kassatieto Oy,17120,"Paperin, kartongin ja pahvin valmistus",2007-12-31,33400
2110277-8,Kiinteistö Oy Tampereen Sellukatu 22,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33400
2110415-9,Asunto Oy Tampereen Muotialan Terassit,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2110573-3,GLi Express Oy,52291,Huolinta ja rahtaus,2007-12-31,33900
2110854-7,Rakennusrasti Ky,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33300
2111045-2,Tampereen Eräpojat ry,94999,Muualla luokittelemattomat muut järjestöt,2007-12-31,33230
2111774-2,Hakura Oy,43120,Rakennuspaikan valmistelutyöt,2007-12-31,33400
2111865-7,Kiinteistö Oy Sallan Tähti,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2112543-5,Finnpractice Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33180
2112712-3,Kamana Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33710
2112916-1,Kuljetus Lahtinen Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33530
2112990-3,Asunto Oy Pirkkalan Piccolo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2014-04-04,33200
2112995-4,Asunto Oy Pirkkalan Pereenkulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2009-11-06,33180
2113034-9,Vincit Oyj,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33720
2113276-6,Kiinteistö Oy Kuusamon Lampitropiikki,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2113394-5,As Oy Ylöjärven Pöllökuja,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2113708-1,Patologipalvelu Parkkinen Oy,86902,Laboratoriotutkimukset,2007-12-31,33580
2114143-5,Katri Syvärinen Ky,85599,Muut koulutusta antavat yksiköt,2013-03-07,33720
2114311-5,Terveyspalvelut Oculi Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33230
2114751-1,Kiinteistö Oy Sähköniitty,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2114850-6,Apteekin oma juttu Oy,86909,Muu terveyspalvelu,2007-12-31,33530
2115197-5,Food Chain Finland Oy,56102,Kahvila-ravintolat,2007-12-31,33200
2115591-7,Heto Invest Oy,66190,Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33710
2115592-5,NaturPro Films Oy,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2007-12-31,33270
2115633-8,K & M Vainikainen Oy,47191,Itsepalvelutavaratalot (yli 2500 m2),2008-02-01,33710
2115676-8,Source Entertainment Oy Ltd.,46432,Viihde-elektroniikan tukkukauppa,2007-12-31,33100
2115944-0,As. Oy Tampereen Peipposrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,37100
2115971-5,Vivali Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33800
2116067-9,Sisara Ky,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33560
2116285-0,Pirkanmaan Turvatuotteet Oy,47596,Lukkoseppä- ja avainliikkeet,2007-12-31,33730
2116592-0,Jarcon Oy,45112,Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,2007-12-31,33500
2116631-7,Länsiravintolat Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33400
2116849-4,Rakennustyö Syvälä OY,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33800
2117488-6,Sorakeisari Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33100
2117933-7,Tammenlehväkeskus Oy,86102,Kuntoutuslaitokset ja sairaskodit,2008-12-01,33500
2118043-4,Vammalan Kehitys Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33230
2118270-4,Kestomuovi Oy,22290,Muiden muovituotteiden valmistus,2007-12-31,33560
2118273-9,Kestotuotto Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33560
2118471-8,Asunto Oy Tampereen Mustavuoren Luutnantti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2118967-4,VALOA design rhs Oy,71125,Sähkötekninen suunnittelu,2007-12-31,33100
2119251-5,Telttarent Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33580
2119271-8,MeshWorks Wireless Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33900
2119309-1,Keskinäinen kiinteistö Oy Vuolkuma,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2119349-7,IdeaPaint Oy,43341,Maalaus,2007-12-31,33710
2119745-5,Prodesse Consulting Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33710
2119834-3,Kirurgipalvelu Profiili Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33210
2120280-8,Embetron Oy,86230,Hammaslääkäripalvelut,2021-09-18,33200
2120792-4,Asunto Oy Vantaan Koivupiha,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33270
2120808-9,Arkkitehtitoimisto Forssi Oy,71110,Arkkitehtipalvelut,2007-12-31,33100
2121035-7,Asunto Oy Tampereen Ratinan Tähystäjä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
2121048-8,Asunto Oy Tampereen Ratinan Pursimies,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
2121134-1,Muotoilutoimisto Näkemys Oy,74109,Teollinen muotoilu ym.,2009-08-01,33530
2121456-9,Avoin yhtiö OB -Scene,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2007-12-31,33581
2121802-5,HHS Hakala Oy,77390,Muiden koneiden ja laitteiden vuokraus ja leasing,2007-12-31,33200
2122181-4,Asunto Oy Tampereen Veisun Veera,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2122187-3,Asunto Oy Tampereen Veisun Viivi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2122193-7,Asunto Oy Tampereen Veisun Venla,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33420
2122199-6,InnoJiit Oy,71126,Muu rakennustekninen palvelu,2007-12-31,33340
2122312-3,Asunto Oy Tampereen Oravapuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2122375-6,Ikohansa Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33870
2122492-7,Tuotantoyhtiö Arkhimedeen Piste Oy,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2007-12-31,33340
2122770-6,Tammer-Koski Consulting Ky,90020,Esittäviä taiteita palveleva toiminta,2007-12-31,33200
2122931-4,Backhand Oy,56102,Kahvila-ravintolat,2007-12-31,33210
2122937-3,Idman Kiinteistöt Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
2122995-5,VitaFin Oy,47292,Luontaistuotteiden vähittäiskauppa,2007-12-31,33700
2123254-8,Kiint.Oy Vehmaisten Portti,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33730
2123470-3,Gavis Invest Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2007-12-31,33730
2123758-4,Asunto Oy Kolarin Menninkäinen 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
2123769-9,TAUBE OY,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33730
2124189-0,Mercatum Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33250
2124237-5,Contatum Oy,63120,Verkkoportaalit,2013-10-31,33100
2124347-4,Lepomäen Lomahuvilat Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33800
2124468-8,Asunto Oy Tampereen Vallerinkuja 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33270
2124840-0,PR-Bus Oy,77110,Autojen ja kevyiden moottoriajoneuvojen vuokraus ja leasing,2007-12-31,33800
2125188-8,Asunto Oy Tampereen Ratinanrannan Aallotar,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2125190-9,As. Oy Tampereen Ratinanrannan Tuuletar,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
2125453-6,Henkilöstövuokrausyhtiö Kipinä Oy,78200,Työvoiman vuokraus,2010-03-01,33270
2125800-0,Kalevan Talonmiespalvelu Oy,81100,Kiinteistönhoito,2007-12-31,33560
2125908-9,Kiinteistö Oy Mamaja,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33270
2125975-9,Oy KiVa Business and Pleasure Ltd,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2007-12-31,33200
2126037-0,Asunto Oy Tampereen Härmälänrannan Fiina,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
2126041-8,Asunto Oy Tampereen Härmälänrannan Satamawouti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2126249-9,Ryhmäperhepäiväkoti Tunteellinen siili avoin yhtiö,88911,Lasten päiväkodit,2007-12-31,33400
2126354-7,Secure pension Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33200
2126641-4,Haffeg 123 Gov Oy,80100,Yksityiset turvallisuuspalvelut,2012-01-01,33210
2126804-9,T-Skirt Oy,47512,Lankojen ja käsityötarvikkeiden vähittäiskauppa,2017-05-30,33100
2126883-1,Asunto Oy Kangasalan Karhunlaukka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2126888-2,Asunto Oy Kangasalan Kissanminttu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
2126915-6,Mansen Suutari Oy,95230,Jalkineiden ja nahkatavaroiden korjaus,2007-12-31,33500
2127177-4,Samiweb Solutions Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33101
2127294-5,Kimmo Jantunen Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33400
2127429-7,Creawest Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33680
2127689-0,Total Ctrl Oy,63120,Verkkoportaalit,2007-12-31,33100
2127921-5,Ajaks-Line Oy,73112,Suora- ja ulkomainonta,2007-12-31,33340
